service_type,main_category,area_name,distance_from_center,time_of_day_minutes,day_of_week,peak_hour,demand_level,weather,final_price
Sink Installation,Home Assist,Misri Shah,3.24,1044,Saturday,1,Medium,Rainy,1337
Sink Installation,Home Assist,Askari,6.65,579,Thursday,1,Medium,Sunny,1373
Drain Cleaning,Home Assist,Iqbal Town,3.89,405,Sunday,1,Low,Clear,718
Drain Cleaning,Home Assist,Township,4.2,1278,Saturday,1,High,Foggy,864
Drain Cleaning,Home Assist,Shadman,5.39,1088,Saturday,0,Medium,Clear,723
Drain Cleaning,Home Assist,Lake City,6.91,753,Monday,1,Medium,Rainy,889
Drain Cleaning,Home Assist,Garhi Shahu,3.82,548,Monday,1,High,Rainy,720
Drain Cleaning,Home Assist,Wapda Town,1.55,1031,Tuesday,1,High,Clear,728
Drain Cleaning,Home Assist,Cantt,0.96,924,Saturday,0,Low,Foggy,846
Drain Cleaning,Home Assist,Garden Town,3.37,882,Thursday,0,Medium,Foggy,747
Drain Cleaning,Home Assist,Garhi Shahu,4.4,154,Sunday,1,Low,Sunny,720
Drain Cleaning,Home Assist,Township,2.7,54,Monday,1,Medium,Foggy,707
Drain Cleaning,Home Assist,Model Town,4.08,46,Wednesday,0,Low,Sunny,900
Drain Cleaning,Home Assist,Cantt,6.67,9,Friday,0,High,Sunny,841
Drain Cleaning,Home Assist,Gulberg,0.64,1242,Thursday,1,High,Foggy,748
Drain Cleaning,Home Assist,Gulberg,5.67,1168,Wednesday,0,Low,Foggy,832
Drain Cleaning,Home Assist,Wapda Town,3.68,424,Tuesday,1,High,Clear,726
Drain Cleaning,Home Assist,Valencia,0.81,6,Thursday,1,Low,Sunny,702
Drain Cleaning,Home Assist,Cantt,1.99,839,Thursday,0,Low,Clear,872
Drain Cleaning,Home Assist,Androon Lahore,4.04,105,Friday,1,High,Rainy,713
Drain Cleaning,Home Assist,Gulberg,4.34,454,Sunday,1,High,Clear,850
Drain Cleaning,Home Assist,Androon Lahore,3.79,191,Saturday,1,Medium,Sunny,720
Drain Cleaning,Home Assist,Wapda Town,1.98,1214,Sunday,0,Low,Clear,878
Drain Cleaning,Home Assist,Bahria Town,7.01,1049,Monday,1,High,Clear,893
Drain Cleaning,Home Assist,Garden Town,7.03,852,Monday,0,Low,Foggy,821
Drain Cleaning,Home Assist,Garden Town,2.35,859,Saturday,0,Low,Clear,765
Drain Cleaning,Home Assist,Garden Town,7.07,907,Thursday,1,High,Foggy,733
Drain Cleaning,Home Assist,Valencia,0.42,440,Wednesday,0,High,Clear,790
Drain Cleaning,Home Assist,Garhi Shahu,2.01,422,Wednesday,0,High,Rainy,726
Drain Cleaning,Home Assist,Gulberg,7.35,1049,Sunday,0,Medium,Foggy,894
Drain Cleaning,Home Assist,Gulberg,6.4,1373,Wednesday,1,Low,Sunny,828
Drain Cleaning,Home Assist,Wapda Town,7.45,497,Monday,1,Low,Foggy,772
Drain Cleaning,Home Assist,Sultanpura,7.81,617,Monday,1,Low,Clear,721
Drain Cleaning,Home Assist,Misri Shah,2.97,716,Saturday,1,High,Foggy,752
Drain Cleaning,Home Assist,Androon Lahore,3.35,1098,Monday,0,High,Clear,726
Drain Cleaning,Home Assist,Gulberg,6.7,544,Saturday,1,High,Foggy,826
Drain Cleaning,Home Assist,Valencia,3.45,138,Tuesday,1,Medium,Sunny,737
Drain Cleaning,Home Assist,Misri Shah,1.34,45,Sunday,1,Medium,Clear,701
Drain Cleaning,Home Assist,Garden Town,4.46,1040,Saturday,0,High,Sunny,740
Drain Cleaning,Home Assist,Garhi Shahu,1.81,22,Saturday,0,Low,Rainy,744
Drain Cleaning,Home Assist,DHA,7.58,204,Thursday,0,High,Sunny,840
Drain Cleaning,Home Assist,Garhi Shahu,7.1,259,Sunday,0,High,Clear,708
Drain Cleaning,Home Assist,Askari,4.49,1434,Friday,0,High,Rainy,762
Drain Cleaning,Home Assist,Model Town,2.47,567,Tuesday,0,High,Clear,884
Drain Cleaning,Home Assist,Model Town,1.09,1265,Monday,0,Medium,Clear,867
Drain Cleaning,Home Assist,Model Town,7.54,171,Saturday,0,Low,Foggy,899
Drain Cleaning,Home Assist,Sultanpura,3.31,361,Thursday,1,Low,Rainy,800
Drain Cleaning,Home Assist,Iqbal Town,3.43,473,Tuesday,0,High,Rainy,877
Drain Cleaning,Home Assist,Township,6.83,1031,Sunday,1,Medium,Sunny,862
Drain Cleaning,Home Assist,Garden Town,7.8,1132,Wednesday,0,Low,Foggy,860
Drain Cleaning,Home Assist,Garden Town,1.69,255,Tuesday,0,Medium,Rainy,893
Drain Cleaning,Home Assist,Johar Town,3.4,63,Thursday,0,Medium,Foggy,767
Geyser Installation,Home Assist,Cantt,7.86,1293,Wednesday,0,High,Clear,2493
Geyser Installation,Home Assist,Iqbal Town,2.09,46,Sunday,0,Medium,Rainy,2386
Geyser Installation,Home Assist,Androon Lahore,4.52,745,Thursday,0,Low,Rainy,2319
Geyser Installation,Home Assist,Township,5.6,97,Friday,1,Medium,Sunny,2489
Geyser Installation,Home Assist,Valencia,0.27,1139,Wednesday,0,Low,Foggy,2497
Geyser Installation,Home Assist,Garden Town,4.51,806,Sunday,0,Low,Sunny,2373
Geyser Installation,Home Assist,Johar Town,6.6,368,Tuesday,0,High,Rainy,2320
Geyser Installation,Home Assist,Johar Town,4.81,186,Monday,0,Low,Foggy,2314
Geyser Installation,Home Assist,Valencia,6.62,142,Sunday,1,Low,Sunny,2380
Geyser Installation,Home Assist,Gulberg,5.61,264,Tuesday,1,High,Foggy,2402
Geyser Installation,Home Assist,Johar Town,7.01,851,Tuesday,0,High,Sunny,2417
Geyser Installation,Home Assist,Bahria Town,3.94,1361,Sunday,1,Medium,Sunny,2481
Geyser Installation,Home Assist,Valencia,0.43,13,Tuesday,1,Low,Sunny,2412
Geyser Installation,Home Assist,Iqbal Town,2.01,73,Sunday,0,Low,Rainy,2363
Geyser Installation,Home Assist,Township,6.74,960,Thursday,0,Medium,Sunny,2442
Geyser Installation,Home Assist,Model Town,2.38,1148,Friday,1,High,Foggy,2456
Geyser Installation,Home Assist,Iqbal Town,2.59,1198,Tuesday,1,Medium,Sunny,2387
Geyser Installation,Home Assist,Wapda Town,1.59,952,Wednesday,1,Low,Foggy,2457
Geyser Installation,Home Assist,Cantt,6.65,1105,Saturday,0,Low,Clear,2465
Geyser Installation,Home Assist,Valencia,7.77,686,Thursday,0,High,Clear,2433
Geyser Installation,Home Assist,Johar Town,5.94,1415,Thursday,1,High,Sunny,2491
Geyser Installation,Home Assist,Wapda Town,5.77,451,Thursday,0,Medium,Rainy,2500
Geyser Installation,Home Assist,Wapda Town,6.1,199,Saturday,1,Low,Foggy,2418
Geyser Installation,Home Assist,Bahria Town,1.5,644,Thursday,0,High,Sunny,2306
Geyser Installation,Home Assist,Garden Town,6.51,1098,Saturday,0,Low,Rainy,2406
Geyser Installation,Home Assist,Wapda Town,1.6,899,Saturday,0,High,Foggy,2404
Geyser Installation,Home Assist,Sultanpura,5.08,737,Wednesday,1,Low,Clear,2348
Geyser Installation,Home Assist,Township,1.83,315,Monday,1,High,Foggy,2387
Geyser Installation,Home Assist,Township,1.5,1056,Saturday,0,Low,Clear,2432
Geyser Installation,Home Assist,Iqbal Town,4.73,739,Tuesday,1,Low,Rainy,2371
Geyser Installation,Home Assist,Garden Town,3.42,1295,Monday,0,Low,Sunny,2444
Geyser Installation,Home Assist,Garden Town,5.28,1021,Tuesday,1,Medium,Rainy,2386
Geyser Installation,Home Assist,Garden Town,6.8,1419,Friday,1,Low,Clear,2342
Geyser Installation,Home Assist,Sultanpura,1.6,513,Friday,1,High,Foggy,2323
Geyser Installation,Home Assist,Garden Town,6.44,1397,Sunday,0,Medium,Foggy,2488
Geyser Installation,Home Assist,DHA,1.45,90,Monday,1,Medium,Clear,2451
Geyser Installation,Home Assist,Askari,7.07,418,Sunday,0,High,Rainy,2383
Geyser Installation,Home Assist,Bahria Town,7.66,1384,Friday,0,Medium,Rainy,2368
Geyser Installation,Home Assist,DHA,2.03,479,Wednesday,1,Medium,Foggy,2483
Geyser Installation,Home Assist,Lake City,0.19,136,Sunday,0,Low,Clear,2494
Geyser Installation,Home Assist,Cantt,0.65,82,Thursday,0,Medium,Clear,2450
Geyser Installation,Home Assist,Garden Town,0.82,1353,Monday,1,Low,Foggy,2331
Geyser Installation,Home Assist,Johar Town,5.82,707,Wednesday,0,Low,Rainy,2463
Geyser Installation,Home Assist,DHA,2.91,67,Saturday,1,High,Rainy,2468
Geyser Installation,Home Assist,Gulberg,7.57,587,Monday,0,Medium,Foggy,2471
Geyser Installation,Home Assist,Iqbal Town,7.89,728,Friday,1,Medium,Clear,2493
Geyser Installation,Home Assist,Shadman,0.45,291,Friday,1,Medium,Rainy,2443
Geyser Installation,Home Assist,DHA,7.39,285,Tuesday,1,Medium,Foggy,2495
Geyser Installation,Home Assist,Bahria Town,6.1,1026,Monday,0,Medium,Clear,2336
Geyser Installation,Home Assist,Misri Shah,7.81,1181,Monday,0,Medium,Clear,2336
Geyser Repair,Home Assist,Garhi Shahu,1.59,329,Saturday,1,High,Foggy,912
Geyser Repair,Home Assist,Lake City,5.71,997,Saturday,1,Low,Clear,1066
Geyser Repair,Home Assist,Misri Shah,7.02,1097,Saturday,1,High,Foggy,946
Geyser Repair,Home Assist,Wapda Town,3.81,176,Thursday,1,Medium,Foggy,1061
Geyser Repair,Home Assist,Gulberg,5.68,58,Wednesday,0,High,Foggy,943
Geyser Repair,Home Assist,Garhi Shahu,1.99,168,Thursday,1,Medium,Clear,953
Geyser Repair,Home Assist,Bahria Town,3.11,664,Tuesday,0,Medium,Sunny,992
Geyser Repair,Home Assist,Township,0.84,1422,Thursday,0,High,Rainy,929
Geyser Repair,Home Assist,Wapda Town,1.75,837,Sunday,0,Low,Sunny,1038
Geyser Repair,Home Assist,Township,7.86,172,Friday,1,Low,Clear,1080
Geyser Repair,Home Assist,Township,4.95,1339,Sunday,0,High,Foggy,929
Geyser Repair,Home Assist,Iqbal Town,4.76,1033,Sunday,0,Medium,Foggy,1066
Geyser Repair,Home Assist,Misri Shah,7.15,1201,Wednesday,1,Low,Rainy,913
Geyser Repair,Home Assist,Sultanpura,2.47,695,Saturday,1,High,Foggy,971
Geyser Repair,Home Assist,Iqbal Town,3.4,1297,Monday,1,Low,Sunny,1088
Geyser Repair,Home Assist,Misri Shah,4.07,1035,Saturday,0,Medium,Clear,903
Geyser Repair,Home Assist,Askari,4.52,199,Sunday,0,High,Sunny,962
Geyser Repair,Home Assist,Gulberg,0.88,79,Friday,1,Medium,Rainy,1055
Geyser Repair,Home Assist,Misri Shah,5.73,1094,Sunday,1,Low,Foggy,954
Geyser Repair,Home Assist,Shadman,4.34,894,Sunday,0,Low,Sunny,928
Geyser Repair,Home Assist,Garden Town,1.01,340,Monday,1,Medium,Rainy,907
Geyser Repair,Home Assist,Township,5.49,84,Wednesday,0,High,Sunny,1059
Geyser Repair,Home Assist,Garhi Shahu,1.39,1002,Wednesday,1,Low,Foggy,902
Geyser Repair,Home Assist,Askari,4.11,442,Sunday,0,Low,Foggy,1022
Geyser Repair,Home Assist,Lake City,0.4,566,Wednesday,0,Low,Sunny,1060
Geyser Repair,Home Assist,Valencia,0.63,1440,Tuesday,0,Medium,Rainy,939
Geyser Repair,Home Assist,Wapda Town,0.14,1104,Sunday,1,Medium,Rainy,945
Geyser Repair,Home Assist,Valencia,0.41,925,Thursday,1,Medium,Rainy,1032
Geyser Repair,Home Assist,Bahria Town,7.99,622,Tuesday,1,High,Rainy,1029
Geyser Repair,Home Assist,Model Town,5.82,313,Saturday,1,Low,Foggy,1043
Geyser Repair,Home Assist,Iqbal Town,6.52,670,Friday,1,Low,Rainy,997
Geyser Repair,Home Assist,Gulberg,2.08,428,Friday,0,Medium,Sunny,977
Geyser Repair,Home Assist,Model Town,5.36,1221,Monday,1,Low,Foggy,1063
Geyser Repair,Home Assist,Askari,6.3,243,Monday,0,Medium,Rainy,950
Geyser Repair,Home Assist,Shadman,1.21,168,Tuesday,1,Low,Clear,934
Geyser Repair,Home Assist,Sultanpura,1.56,691,Sunday,1,Low,Sunny,1048
Geyser Repair,Home Assist,Wapda Town,5.78,1018,Thursday,1,Low,Rainy,1036
Geyser Repair,Home Assist,Askari,2.74,1404,Friday,0,Low,Clear,904
Geyser Repair,Home Assist,Model Town,1.25,743,Saturday,0,High,Clear,1094
Geyser Repair,Home Assist,Iqbal Town,3.92,34,Saturday,1,High,Clear,1074
Geyser Repair,Home Assist,Androon Lahore,4.7,604,Sunday,0,Medium,Clear,938
Geyser Repair,Home Assist,Valencia,2.62,30,Saturday,0,High,Clear,1100
Geyser Repair,Home Assist,Askari,4.83,1326,Thursday,1,High,Sunny,913
Geyser Repair,Home Assist,DHA,3.56,1208,Wednesday,0,High,Rainy,1046
Geyser Repair,Home Assist,Misri Shah,0.53,235,Wednesday,0,Medium,Rainy,952
Geyser Repair,Home Assist,Bahria Town,4.36,938,Thursday,0,Medium,Foggy,1006
Geyser Repair,Home Assist,Gulberg,6.38,267,Sunday,0,High,Rainy,979
Geyser Repair,Home Assist,Valencia,4.55,925,Sunday,0,High,Foggy,1065
Geyser Repair,Home Assist,Wapda Town,4.62,915,Friday,0,Low,Clear,908
Geyser Repair,Home Assist,Wapda Town,2.23,96,Monday,1,High,Rainy,1052
Pump Installation,Home Assist,Johar Town,0.65,1362,Wednesday,1,Medium,Foggy,410
Pump Installation,Home Assist,Bahria Town,2.03,464,Sunday,1,Medium,Rainy,464
Pump Installation,Home Assist,Johar Town,0.59,785,Wednesday,0,Medium,Sunny,446
Pump Installation,Home Assist,Gulberg,7.24,1246,Wednesday,1,Medium,Clear,569
Pump Installation,Home Assist,Askari,1.87,460,Monday,1,Medium,Clear,453
Pump Installation,Home Assist,Askari,7.08,1243,Monday,0,Low,Sunny,496
Pump Installation,Home Assist,Valencia,0.33,438,Sunday,1,Low,Sunny,540
Pump Installation,Home Assist,Askari,1.37,1400,Tuesday,1,High,Sunny,505
Pump Installation,Home Assist,DHA,5.94,598,Monday,0,High,Clear,569
Pump Installation,Home Assist,Garhi Shahu,3.73,841,Thursday,0,Low,Rainy,403
Pump Installation,Home Assist,Gulberg,5.07,4,Saturday,1,Low,Sunny,444
Pump Installation,Home Assist,Cantt,6.83,715,Tuesday,0,Low,Foggy,595
Pump Installation,Home Assist,Cantt,3.25,871,Wednesday,1,High,Sunny,576
Pump Installation,Home Assist,Johar Town,1.49,162,Monday,0,Low,Foggy,511
Pump Installation,Home Assist,Bahria Town,1.51,1369,Monday,1,High,Rainy,408
Pump Installation,Home Assist,Township,7.98,19,Saturday,1,High,Sunny,532
Pump Installation,Home Assist,Johar Town,0.91,226,Tuesday,0,High,Foggy,554
Pump Installation,Home Assist,Cantt,3.57,1430,Friday,1,Low,Rainy,582
Pump Installation,Home Assist,Township,2.69,346,Thursday,1,Low,Rainy,592
Pump Installation,Home Assist,Township,0.44,377,Saturday,1,Medium,Foggy,576
Pump Installation,Home Assist,Bahria Town,0.7,1373,Tuesday,0,Low,Clear,560
Pump Installation,Home Assist,Gulberg,4.01,669,Friday,1,High,Clear,597
Pump Installation,Home Assist,Valencia,6.01,522,Saturday,1,Low,Clear,588
Pump Installation,Home Assist,Johar Town,2.13,831,Thursday,1,Medium,Foggy,546
Pump Installation,Home Assist,Androon Lahore,0.14,954,Thursday,1,High,Sunny,430
Pump Installation,Home Assist,DHA,2.98,243,Saturday,1,Medium,Clear,545
Pump Installation,Home Assist,Garden Town,2.22,273,Tuesday,1,Low,Rainy,491
Pump Installation,Home Assist,Androon Lahore,5.68,1329,Sunday,1,High,Sunny,418
Pump Installation,Home Assist,Gulberg,4.53,803,Monday,0,Medium,Sunny,569
Pump Installation,Home Assist,Iqbal Town,5.92,709,Tuesday,1,Medium,Sunny,444
Pump Installation,Home Assist,Misri Shah,3.93,1143,Friday,1,High,Foggy,435
Pump Installation,Home Assist,Bahria Town,5.35,95,Monday,0,Medium,Clear,414
Pump Installation,Home Assist,Askari,5.34,543,Friday,1,Low,Foggy,453
Pump Installation,Home Assist,Androon Lahore,2.76,1110,Thursday,1,Low,Foggy,428
Pump Installation,Home Assist,Misri Shah,5.76,1246,Sunday,1,High,Foggy,457
Pump Installation,Home Assist,Valencia,7.43,1328,Thursday,0,Medium,Sunny,538
Pump Installation,Home Assist,Gulberg,7.34,1105,Wednesday,0,Medium,Clear,579
Pump Installation,Home Assist,Iqbal Town,1.99,417,Wednesday,0,Medium,Clear,541
Pump Installation,Home Assist,Garden Town,3.07,648,Saturday,1,Medium,Sunny,566
Pump Installation,Home Assist,Wapda Town,2.99,563,Monday,0,Medium,Foggy,473
Pump Installation,Home Assist,Model Town,6.59,392,Thursday,0,High,Foggy,547
Pump Installation,Home Assist,Wapda Town,7.6,840,Monday,0,Medium,Clear,588
Pump Installation,Home Assist,Lake City,2.65,909,Saturday,1,Medium,Clear,573
Pump Installation,Home Assist,DHA,7.96,1141,Wednesday,0,Medium,Clear,578
Pump Installation,Home Assist,Johar Town,5.04,694,Tuesday,1,Low,Rainy,483
Pump Installation,Home Assist,Iqbal Town,5.32,1434,Saturday,1,Medium,Rainy,519
Pump Installation,Home Assist,Misri Shah,4.29,662,Friday,0,High,Clear,443
Pump Installation,Home Assist,Model Town,5.39,683,Friday,0,Low,Clear,543
Pump Installation,Home Assist,Cantt,0.95,614,Thursday,1,High,Rainy,597
Pump Installation,Home Assist,Shadman,3.81,1149,Thursday,0,Medium,Rainy,415
Motor Repair,Home Assist,Lake City,0.59,764,Tuesday,1,High,Clear,963
Motor Repair,Home Assist,Misri Shah,5.97,462,Tuesday,1,Medium,Foggy,843
Motor Repair,Home Assist,Valencia,7.6,1421,Monday,1,Medium,Clear,973
Motor Repair,Home Assist,Garden Town,1.5,403,Thursday,0,Low,Rainy,867
Motor Repair,Home Assist,Misri Shah,3.05,492,Monday,0,High,Clear,822
Motor Repair,Home Assist,Township,5.89,674,Saturday,0,High,Rainy,931
Motor Repair,Home Assist,Shadman,4.1,843,Tuesday,0,Medium,Foggy,831
Motor Repair,Home Assist,Askari,1.04,94,Wednesday,1,Medium,Sunny,813
Motor Repair,Home Assist,Lake City,5.93,590,Monday,0,Medium,Rainy,970
Motor Repair,Home Assist,Androon Lahore,7.2,331,Friday,1,Low,Foggy,800
Motor Repair,Home Assist,Wapda Town,2.58,1108,Sunday,1,High,Rainy,916
Motor Repair,Home Assist,Gulberg,6.22,435,Saturday,1,Low,Clear,952
Motor Repair,Home Assist,Shadman,2.36,1026,Monday,1,High,Clear,869
Motor Repair,Home Assist,Askari,1.99,1310,Tuesday,1,Medium,Rainy,911
Motor Repair,Home Assist,Androon Lahore,5.61,1374,Tuesday,0,Low,Rainy,799
Motor Repair,Home Assist,Lake City,0.81,1005,Monday,0,High,Sunny,944
Motor Repair,Home Assist,Iqbal Town,3.24,928,Monday,0,Medium,Sunny,912
Motor Repair,Home Assist,Iqbal Town,4.12,279,Sunday,0,Medium,Sunny,910
Motor Repair,Home Assist,Cantt,5.84,1429,Thursday,1,Medium,Clear,962
Motor Repair,Home Assist,Shadman,0.62,1326,Saturday,1,Medium,Rainy,977
Motor Repair,Home Assist,Sultanpura,6.9,450,Friday,0,Medium,Sunny,950
Motor Repair,Home Assist,Sultanpura,1.72,1375,Monday,1,High,Rainy,938
Motor Repair,Home Assist,Iqbal Town,4.04,840,Saturday,0,Low,Rainy,806
Motor Repair,Home Assist,Askari,7.05,381,Sunday,0,Low,Clear,790
Motor Repair,Home Assist,Iqbal Town,2.35,799,Monday,0,Low,Sunny,976
Motor Repair,Home Assist,Gulberg,2.25,241,Wednesday,1,Medium,Sunny,878
Motor Repair,Home Assist,Wapda Town,4.7,1320,Thursday,0,Low,Rainy,981
Motor Repair,Home Assist,Lake City,5.32,1358,Saturday,0,Low,Rainy,976
Motor Repair,Home Assist,Garhi Shahu,5.63,179,Sunday,1,Medium,Clear,830
Motor Repair,Home Assist,Iqbal Town,6.35,787,Saturday,1,Medium,Clear,910
Motor Repair,Home Assist,DHA,3.84,702,Wednesday,1,Low,Foggy,984
Motor Repair,Home Assist,Sultanpura,4.28,363,Thursday,1,Medium,Clear,990
Motor Repair,Home Assist,Cantt,2.46,914,Friday,1,Medium,Clear,944
Motor Repair,Home Assist,Gulberg,0.11,1259,Saturday,1,Medium,Foggy,848
Motor Repair,Home Assist,Shadman,7.74,89,Friday,0,Medium,Foggy,950
Motor Repair,Home Assist,Misri Shah,0.69,653,Monday,0,High,Foggy,797
Motor Repair,Home Assist,Garhi Shahu,4.82,1273,Saturday,0,Low,Rainy,849
Motor Repair,Home Assist,Garhi Shahu,7.27,666,Saturday,0,High,Foggy,829
Motor Repair,Home Assist,Lake City,7.63,570,Saturday,1,Medium,Foggy,975
Motor Repair,Home Assist,Misri Shah,6.27,358,Thursday,1,High,Sunny,832
Motor Repair,Home Assist,Iqbal Town,4.63,1153,Tuesday,1,High,Rainy,917
Motor Repair,Home Assist,Valencia,5.34,184,Tuesday,0,Medium,Rainy,809
Motor Repair,Home Assist,Garhi Shahu,4.62,758,Tuesday,0,High,Foggy,812
Motor Repair,Home Assist,Askari,6.66,848,Wednesday,0,Low,Clear,858
Motor Repair,Home Assist,Garden Town,7.34,1113,Saturday,0,Medium,Clear,905
Motor Repair,Home Assist,Garden Town,7.44,691,Wednesday,0,Low,Clear,883
Motor Repair,Home Assist,Misri Shah,3.65,68,Monday,1,Medium,Clear,806
Motor Repair,Home Assist,Iqbal Town,3.93,42,Friday,0,High,Foggy,872
Motor Repair,Home Assist,Misri Shah,3.79,620,Friday,1,Low,Foggy,811
Motor Repair,Home Assist,Sultanpura,2.85,116,Monday,1,Medium,Rainy,913
Basic Facial,Personal Care,Misri Shah,7.0,465,Thursday,1,Low,Rainy,2649
Basic Facial,Personal Care,Gulberg,4.19,749,Sunday,0,Medium,Sunny,2512
Basic Facial,Personal Care,Androon Lahore,6.7,601,Thursday,1,Low,Foggy,2610
Basic Facial,Personal Care,Township,5.67,951,Thursday,1,Medium,Rainy,2512
Basic Facial,Personal Care,Valencia,7.06,734,Monday,0,Medium,Rainy,2961
Basic Facial,Personal Care,Johar Town,6.27,1028,Friday,1,Medium,Foggy,2702
Basic Facial,Personal Care,Iqbal Town,5.84,845,Monday,1,Medium,Sunny,2975
Basic Facial,Personal Care,Township,4.86,1075,Sunday,1,Low,Foggy,2656
Basic Facial,Personal Care,Johar Town,5.38,461,Wednesday,0,High,Rainy,2941
Basic Facial,Personal Care,Gulberg,2.15,1414,Thursday,1,High,Rainy,2879
Basic Facial,Personal Care,DHA,5.07,155,Tuesday,0,Medium,Sunny,2862
Basic Facial,Personal Care,Valencia,0.69,1273,Friday,1,Low,Rainy,2501
Basic Facial,Personal Care,Valencia,4.85,576,Saturday,1,High,Clear,2760
Basic Facial,Personal Care,Valencia,7.89,746,Sunday,0,Medium,Clear,2975
Basic Facial,Personal Care,Wapda Town,6.41,171,Tuesday,0,High,Rainy,2945
Basic Facial,Personal Care,DHA,7.02,1291,Friday,1,Medium,Rainy,2904
Basic Facial,Personal Care,Gulberg,1.89,950,Thursday,1,Medium,Rainy,2624
Basic Facial,Personal Care,Johar Town,3.99,1060,Wednesday,1,Medium,Foggy,2945
Basic Facial,Personal Care,Androon Lahore,4.5,933,Monday,1,Low,Clear,2618
Basic Facial,Personal Care,Androon Lahore,4.89,1085,Wednesday,0,Low,Foggy,2601
Basic Facial,Personal Care,Cantt,0.49,73,Saturday,1,High,Foggy,2866
Basic Facial,Personal Care,Valencia,5.96,1433,Wednesday,0,High,Foggy,2636
Basic Facial,Personal Care,Androon Lahore,7.82,444,Thursday,1,Medium,Clear,2526
Basic Facial,Personal Care,Valencia,0.11,1183,Tuesday,1,Medium,Rainy,2721
Basic Facial,Personal Care,Sultanpura,2.91,120,Friday,1,Medium,Rainy,2929
Basic Facial,Personal Care,Bahria Town,5.94,20,Monday,1,Medium,Clear,2510
Basic Facial,Personal Care,Johar Town,3.17,970,Thursday,0,High,Sunny,2588
Basic Facial,Personal Care,Garhi Shahu,6.83,120,Thursday,0,Medium,Clear,2534
Basic Facial,Personal Care,Township,2.46,200,Saturday,0,High,Rainy,2988
Basic Facial,Personal Care,Garden Town,2.19,521,Tuesday,0,Low,Foggy,2606
Basic Facial,Personal Care,Lake City,2.6,359,Tuesday,1,Medium,Clear,2923
Basic Facial,Personal Care,Misri Shah,1.05,116,Thursday,0,High,Clear,2617
Basic Facial,Personal Care,Garhi Shahu,7.28,792,Monday,0,Low,Foggy,2535
Basic Facial,Personal Care,Valencia,0.96,927,Sunday,0,Medium,Foggy,2781
Basic Facial,Personal Care,Gulberg,2.5,518,Wednesday,1,Low,Foggy,2506
Basic Facial,Personal Care,Garden Town,7.77,1177,Monday,1,High,Rainy,2713
Basic Facial,Personal Care,Lake City,7.51,466,Sunday,1,Low,Rainy,2923
Basic Facial,Personal Care,Model Town,6.24,39,Monday,1,Medium,Sunny,2960
Gold Facial,Personal Care,Garhi Shahu,6.25,181,Sunday,1,High,Clear,3008
Gold Facial,Personal Care,Sultanpura,2.5,362,Monday,1,Medium,Clear,3065
Gold Facial,Personal Care,Garhi Shahu,3.48,55,Thursday,1,Low,Sunny,3037
Gold Facial,Personal Care,Valencia,5.41,994,Sunday,1,Medium,Foggy,3038
Gold Facial,Personal Care,Iqbal Town,1.16,553,Monday,0,High,Foggy,3188
Gold Facial,Personal Care,Androon Lahore,6.9,829,Saturday,0,Medium,Rainy,3027
Gold Facial,Personal Care,Gulberg,0.31,914,Friday,0,Medium,Foggy,3084
Gold Facial,Personal Care,Misri Shah,5.85,926,Sunday,1,High,Clear,3016
Gold Facial,Personal Care,Gulberg,6.34,860,Sunday,0,Medium,Clear,3069
Gold Facial,Personal Care,Gulberg,1.71,570,Thursday,1,High,Clear,3128
Gold Facial,Personal Care,Androon Lahore,4.9,155,Friday,0,High,Sunny,3003
Gold Facial,Personal Care,Lake City,1.32,316,Saturday,0,High,Rainy,3199
Gold Facial,Personal Care,Gulberg,0.63,74,Monday,0,Medium,Rainy,3121
Gold Facial,Personal Care,Androon Lahore,1.47,753,Wednesday,0,Medium,Clear,3018
Gold Facial,Personal Care,Bahria Town,7.99,968,Wednesday,0,High,Rainy,3171
Gold Facial,Personal Care,Garden Town,2.51,669,Sunday,0,Low,Clear,3150
Gold Facial,Personal Care,Model Town,6.25,951,Thursday,0,Low,Rainy,3170
Gold Facial,Personal Care,Cantt,1.91,900,Wednesday,1,Medium,Foggy,3140
Gold Facial,Personal Care,Model Town,5.05,887,Monday,1,Medium,Sunny,3199
Gold Facial,Personal Care,Androon Lahore,0.79,1155,Monday,0,High,Sunny,3047
Gold Facial,Personal Care,DHA,3.53,480,Wednesday,1,Medium,Foggy,3142
Gold Facial,Personal Care,Androon Lahore,4.22,125,Wednesday,1,High,Foggy,3026
Gold Facial,Personal Care,Lake City,5.81,1019,Thursday,1,Low,Sunny,3151
Gold Facial,Personal Care,DHA,7.25,879,Tuesday,1,Low,Clear,3197
Gold Facial,Personal Care,Bahria Town,3.84,1303,Tuesday,0,Medium,Rainy,3109
Gold Facial,Personal Care,Garden Town,0.94,928,Tuesday,0,Low,Foggy,3129
Gold Facial,Personal Care,Valencia,6.88,495,Thursday,1,Low,Rainy,3097
Gold Facial,Personal Care,Iqbal Town,4.89,1314,Tuesday,0,Low,Rainy,3038
Gold Facial,Personal Care,Androon Lahore,1.85,1336,Saturday,0,Low,Clear,3035
Gold Facial,Personal Care,Bahria Town,5.32,1161,Friday,1,Medium,Rainy,3010
Gold Facial,Personal Care,Androon Lahore,7.51,256,Monday,0,High,Foggy,3018
Gold Facial,Personal Care,Township,4.28,1383,Tuesday,0,Low,Foggy,3021
